state_from,state_to,state_fips_from,state_fips_to,year,count
Maryland,Wyoming,24,56,1970,0
Maryland,Colorado,24,08,1970,900
Maryland,New Mexico,24,35,1970,0
Maryland,North Dakota,24,38,1970,0
Maryland,South Dakota,24,46,1970,0
Maryland,Nebraska,24,31,1970,0
Maryland,Kansas,24,20,1970,400
Maryland,Minnesota,24,27,1970,100
Maryland,Iowa,24,19,1970,100
Maryland,Missouri,24,29,1970,500
Maryland,Wisconsin,24,55,1970,0
Maryland,Illinois,24,17,1970,1600
Maryland,Michigan,24,26,1970,1200
Maryland,Indiana,24,18,1970,400
Maryland,Ohio,24,39,1970,1700
Maryland,Pennslyvania,24,42,1970,14800
Maryland,New York,24,36,1970,9400
Maryland,New Jersey,24,34,1970,8300
Maryland,Vermont,24,50,1970,0
Maryland,New Hampshire,24,33,1970,0
Maryland,Massachusetts,24,25,1970,1900
Maryland,Connecticut,24,09,1970,900
Maryland,Rhode Island,24,44,1970,200
Maryland,Maine,24,23,1970,0
Mississippi,California,28,06,1970,64800
Mississippi,Nevada,28,32,1970,1400
Mississippi,Oregon,28,41,1970,1400
Mississippi,Washington,28,53,1970,2700
Mississippi,Idaho,28,16,1970,300
Mississippi,Utah,28,49,1970,500
Mississippi,Arizona,28,04,1970,1100
Mississippi,Montana,28,30,1970,100
Mississippi,Wyoming,28,56,1970,0
Mississippi,Colorado,28,08,1970,1800
Mississippi,New Mexico,28,35,1970,1100
Mississippi,North Dakota,28,38,1970,0
Mississippi,South Dakota,28,46,1970,0
Mississippi,Nebraska,28,31,1970,1900
Mississippi,Kansas,28,20,1970,6600
Mississippi,Minnesota,28,27,1970,1500
Mississippi,Iowa,28,19,1970,3700
Mississippi,Missouri,28,29,1970,43000
Mississippi,Wisconsin,28,55,1970,19600
Mississippi,Illinois,28,17,1970,206500
Mississippi,Michigan,28,26,1970,68200
Mississippi,Indiana,28,18,1970,33800
Mississippi,Ohio,28,39,1970,34300
Mississippi,Pennslyvania,28,42,1970,6700
Mississippi,New York,28,36,1970,15300
Mississippi,New Jersey,28,34,1970,4600
Mississippi,Vermont,28,50,1970,0
Mississippi,New Hampshire,28,33,1970,0
Mississippi,Massachusetts,28,25,1970,2400
Mississippi,Connecticut,28,09,1970,1200
Mississippi,Rhode Island,28,44,1970,0
Mississippi,Maine,28,23,1970,0
North Carolina,California,37,06,1970,9700
North Carolina,Nevada,37,32,1970,100
North Carolina,Oregon,37,41,1970,100
North Carolina,Washington,37,53,1970,400
North Carolina,Idaho,37,16,1970,100
North Carolina,Utah,37,49,1970,0
North Carolina,Arizona,37,04,1970,300
North Carolina,Montana,37,30,1970,0
North Carolina,Wyoming,37,56,1970,300
North Carolina,Colorado,37,08,1970,500
North Carolina,New Mexico,37,35,1970,0
North Carolina,North Dakota,37,38,1970,300
North Carolina,South Dakota,37,46,1970,100
North Carolina,Nebraska,37,31,1970,200
North Carolina,Kansas,37,20,1970,400
North Carolina,Minnesota,37,27,1970,0
North Carolina,Iowa,37,19,1970,200
North Carolina,Missouri,37,29,1970,1100
North Carolina,Wisconsin,37,55,1970,300
North Carolina,Illinois,37,17,1970,4500
North Carolina,Michigan,37,26,1970,10100
North Carolina,Indiana,37,18,1970,1900
North Carolina,Ohio,37,39,1970,10300
North Carolina,Pennslyvania,37,42,1970,46300
North Carolina,New York,37,36,1970,124700
North Carolina,New Jersey,37,34,1970,54400
North Carolina,Vermont,37,50,1970,100
North Carolina,New Hampshire,37,33,1970,0
North Carolina,Massachusetts,37,25,1970,10200
North Carolina,Connecticut,37,09,1970,14900
North Carolina,Rhode Island,37,44,1970,1400
North Carolina,Maine,37,23,1970,100
Oklahoma,California,40,06,1970,34500
Oklahoma,Nevada,40,32,1970,300
Oklahoma,Oregon,40,41,1970,400
Oklahoma,Washington,40,53,1970,1200
Oklahoma,Idaho,40,16,1970,0
Oklahoma,Utah,40,49,1970,0
Oklahoma,Arizona,40,04,1970,2000
Oklahoma,Montana,40,30,1970,0
Oklahoma,Wyoming,40,56,1970,100
Oklahoma,Colorado,40,08,1970,3300
Oklahoma,New Mexico,40,35,1970,200
Oklahoma,North Dakota,40,38,1970,0
Oklahoma,South Dakota,40,46,1970,0
Oklahoma,Nebraska,40,31,1970,1300
Oklahoma,Kansas,40,20,1970,6800
Oklahoma,Minnesota,40,27,1970,400
Oklahoma,Iowa,40,19,1970,200
Oklahoma,Missouri,40,29,1970,6200
Oklahoma,Wisconsin,40,55,1970,200
Oklahoma,Illinois,40,17,1970,5000
Oklahoma,Michigan,40,26,1970,3100
Oklahoma,Indiana,40,18,1970,600
Oklahoma,Ohio,40,39,1970,2100
Oklahoma,Pennslyvania,40,42,1970,300
Oklahoma,New York,40,36,1970,800
Oklahoma,New Jersey,40,34,1970,200
Oklahoma,Vermont,40,50,1970,0
Oklahoma,New Hampshire,40,33,1970,0
Oklahoma,Massachusetts,40,25,1970,100
Oklahoma,Connecticut,40,09,1970,100
Oklahoma,Rhode Island,40,44,1970,0
Oklahoma,Maine,40,23,1970,0
South Carolina,California,45,06,1970,6800
South Carolina,Nevada,45,32,1970,0
South Carolina,Oregon,45,41,1970,100
South Carolina,Washington,45,53,1970,600
South Carolina,Idaho,45,16,1970,100
South Carolina,Utah,45,49,1970,200
South Carolina,Arizona,45,04,1970,400
South Carolina,Montana,45,30,1970,200
South Carolina,Wyoming,45,56,1970,0
South Carolina,Colorado,45,08,1970,900
South Carolina,New Mexico,45,35,1970,100
South Carolina,North Dakota,45,38,1970,100
South Carolina,South Dakota,45,46,1970,0
South Carolina,Nebraska,45,31,1970,500
South Carolina,Kansas,45,20,1970,500
South Carolina,Minnesota,45,27,1970,300
South Carolina,Iowa,45,19,1970,300
South Carolina,Missouri,45,29,1970,1100
South Carolina,Wisconsin,45,55,1970,500
South Carolina,Illinois,45,17,1970,5200
South Carolina,Michigan,45,26,1970,17000
South Carolina,Indiana,45,18,1970,1800
South Carolina,Ohio,45,39,1970,11700
South Carolina,Pennslyvania,45,42,1970,52800
South Carolina,New York,45,36,1970,140000
South Carolina,New Jersey,45,34,1970,40600
South Carolina,Vermont,45,50,1970,0
South Carolina,New Hampshire,45,33,1970,0
South Carolina,Massachusetts,45,25,1970,7400
South Carolina,Connecticut,45,09,1970,16500
South Carolina,Rhode Island,45,44,1970,400
South Carolina,Maine,45,23,1970,900
Tennessee,California,47,06,1970,21900
Tennessee,Nevada,47,32,1970,200
Tennessee,Oregon,47,41,1970,300
Tennessee,Washington,47,53,1970,1400
Tennessee,Idaho,47,16,1970,200
Tennessee,Utah,47,49,1970,0
Tennessee,Arizona,47,04,1970,100
Tennessee,Montana,47,30,1970,100
Tennessee,Wyoming,47,56,1970,0
Tennessee,Colorado,47,08,1970,200
Tennessee,New Mexico,47,35,1970,200
Tennessee,North Dakota,47,38,1970,200
Tennessee,South Dakota,47,46,1970,0
Tennessee,Nebraska,47,31,1970,800
Tennessee,Kansas,47,20,1970,1000
Tennessee,Minnesota,47,27,1970,1600
Tennessee,Iowa,47,19,1970,600
Tennessee,Missouri,47,29,1970,13600
Tennessee,Wisconsin,47,55,1970,7500
Tennessee,Illinois,47,17,1970,50600
Tennessee,Michigan,47,26,1970,34400
Tennessee,Indiana,47,18,1970,21800
Tennessee,Ohio,47,39,1970,33100
Tennessee,Pennslyvania,47,42,1970,2000
Tennessee,New York,47,36,1970,8100
Tennessee,New Jersey,47,34,1970,2100
Tennessee,Vermont,47,50,1970,0
Tennessee,New Hampshire,47,33,1970,100
Tennessee,Massachusetts,47,25,1970,2000
Tennessee,Connecticut,47,09,1970,300
Tennessee,Rhode Island,47,44,1970,0
Tennessee,Maine,47,23,1970,0
Texas,California,48,06,1970,141400
Texas,Nevada,48,32,1970,1100
Texas,Oregon,48,41,1970,3300
Texas,Washington,48,53,1970,6700
Texas,Idaho,48,16,1970,300
Texas,Utah,48,49,1970,300
Texas,Arizona,48,04,1970,8000
Texas,Montana,48,30,1970,400
Texas,Wyoming,48,56,1970,300
Texas,Colorado,48,08,1970,6700
Texas,New Mexico,48,35,1970,4900
Texas,North Dakota,48,38,1970,0
Texas,South Dakota,48,46,1970,0
Texas,Nebraska,48,31,1970,800
Texas,Kansas,48,20,1970,4200
Texas,Minnesota,48,27,1970,400
Texas,Iowa,48,19,1970,200
Texas,Missouri,48,29,1970,6100
Texas,Wisconsin,48,55,1970,1000
Texas,Illinois,48,17,1970,7800
Texas,Michigan,48,26,1970,11900
Texas,Indiana,48,18,1970,1100
Texas,Ohio,48,39,1970,4600
Texas,Pennslyvania,48,42,1970,2400
Texas,New York,48,36,1970,6300
Texas,New Jersey,48,34,1970,2500
Texas,Vermont,48,50,1970,0
Texas,New Hampshire,48,33,1970,0
Texas,Massachusetts,48,25,1970,900
Texas,Connecticut,48,09,1970,400
Texas,Rhode Island,48,44,1970,200
Texas,Maine,48,23,1970,200
Virginia,California,51,06,1970,8700
Virginia,Nevada,51,32,1970,0
Virginia,Oregon,51,41,1970,0
Virginia,Washington,51,53,1970,800
Virginia,Idaho,51,16,1970,0
Virginia,Utah,51,49,1970,100
Virginia,Arizona,51,04,1970,200
Virginia,Montana,51,30,1970,0
Virginia,Wyoming,51,56,1970,0
Virginia,Colorado,51,08,1970,700
Virginia,New Mexico,51,35,1970,100
Virginia,North Dakota,51,38,1970,100
Virginia,South Dakota,51,46,1970,200
Virginia,Nebraska,51,31,1970,400
Virginia,Kansas,51,20,1970,400
Virginia,Minnesota,51,27,1970,300
Virginia,Iowa,51,19,1970,100
Virginia,Missouri,51,29,1970,300
Virginia,Wisconsin,51,55,1970,400
Virginia,Illinois,51,17,1970,4800
Virginia,Michigan,51,26,1970,5600
Virginia,Indiana,51,18,1970,1200
Virginia,Ohio,51,39,1970,10500
Virginia,Pennslyvania,51,42,1970,45200
Virginia,New York,51,36,1970,71300
Virginia,New Jersey,51,34,1970,36300
Virginia,Vermont,51,50,1970,0
Virginia,New Hampshire,51,33,1970,400
Virginia,Massachusetts,51,25,1970,4900
Virginia,Connecticut,51,09,1970,6100
Virginia,Rhode Island,51,44,1970,700
Virginia,Maine,51,23,1970,0
West Virginia,California,54,06,1970,1300
West Virginia,Nevada,54,32,1970,0
West Virginia,Oregon,54,41,1970,0
West Virginia,Washington,54,53,1970,500
West Virginia,Idaho,54,16,1970,0
West Virginia,Utah,54,49,1970,0
West Virginia,Arizona,54,04,1970,0
West Virginia,Montana,54,30,1970,0
West Virginia,Wyoming,54,56,1970,0
West Virginia,Colorado,54,08,1970,100
West Virginia,New Mexico,54,35,1970,0
West Virginia,North Dakota,54,38,1970,0
West Virginia,South Dakota,54,46,1970,0
West Virginia,Nebraska,54,31,1970,0
West Virginia,Kansas,54,20,1970,0
West Virginia,Minnesota,54,27,1970,0
West Virginia,Iowa,54,19,1970,0
West Virginia,Missouri,54,29,1970,100
West Virginia,Wisconsin,54,55,1970,300
West Virginia,Illinois,54,17,1970,1900
West Virginia,Michigan,54,26,1970,5900
West Virginia,Indiana,54,18,1970,700
West Virginia,Ohio,54,39,1970,15600
West Virginia,Pennslyvania,54,42,1970,4400
West Virginia,New York,54,36,1970,11400
West Virginia,New Jersey,54,34,1970,3600
West Virginia,Vermont,54,50,1970,0
West Virginia,New Hampshire,54,33,1970,0
West Virginia,Massachusetts,54,25,1970,300
West Virginia,Connecticut,54,09,1970,600
West Virginia,Rhode Island,54,44,1970,0
West Virginia,Maine,54,23,1970,0
